locus_tag	ftype	length_bp	gene	EC_number	COG	product
target_03853	gene	1755				
target_03853	CDS	1755				hypothetical protein
target_03854	gene	765	bpoC_3			
target_03854	CDS	765	bpoC_3	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
target_03855	gene	318	mhuD			
target_03855	CDS	318	mhuD	1.14.99.57	COG2329	Heme oxygenase (mycobilin-producing)
target_03856	gene	1317				
target_03856	CDS	1317				hypothetical protein
target_03857	gene	828				
target_03857	CDS	828				hypothetical protein
target_03858	gene	1320				
target_03858	CDS	1320				hypothetical protein
target_03859	gene	2547	clpC1			
target_03859	CDS	2547	clpC1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC1
target_03860	gene	339	lsr2			
target_03860	CDS	339	lsr2			Nucleoid-associated protein Lsr2
target_03861	gene	1518	lysS1			
target_03861	CDS	1518	lysS1	6.1.1.6	COG1190	Lysine--tRNA ligase 1
target_03862	gene	819	coaX			
target_03862	CDS	819	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
target_03863	gene	420	panD			
target_03863	CDS	420	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
target_03864	gene	930	panC			
target_03864	CDS	930	panC	6.3.2.1	COG0414	Pantothenate synthetase
target_03865	gene	912				
target_03865	CDS	912				hypothetical protein
target_03866	gene	1194				
target_03866	CDS	1194				hypothetical protein
target_03867	gene	477				
target_03867	CDS	477				hypothetical protein
target_03868	gene	567	folK			
target_03868	CDS	567	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
target_03869	gene	402	folB			
target_03869	CDS	402	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
target_03870	gene	828	folP1			
target_03870	CDS	828	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
target_03871	gene	609	folE			
target_03871	CDS	609	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
target_03872	gene	2283	ftsH_2			
target_03872	CDS	2283	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
target_03873	gene	573	espD			
target_03873	CDS	573	espD			ESX-1 secretion-associated protein EspD
target_03874	gene	312	espC			
target_03874	CDS	312	espC			ESX-1 secretion-associated protein EspC
target_03875	gene	1179	espA			
target_03875	CDS	1179	espA			ESX-1 secretion-associated protein EspA
target_03876	gene	969	ephA_2			
target_03876	CDS	969	ephA_2	3.3.2.10		Epoxide hydrolase A
target_03877	gene	1188	limB			
target_03877	CDS	1188	limB	1.14.13.107		Limonene 1,2-monooxygenase
target_03878	gene	285	esxL			
target_03878	CDS	285	esxL			ESAT-6-like protein EsxL
target_03879	gene	297	esxW_2			
target_03879	CDS	297	esxW_2			ESAT-6-like protein EsxW
target_03880	gene	1242				
target_03880	CDS	1242				hypothetical protein
target_03881	gene	300				
target_03881	CDS	300				PE family protein PE13
target_03882	gene	837				
target_03882	CDS	837				hypothetical protein
target_03883	gene	609	hpt			
target_03883	CDS	609	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
target_03884	gene	972	tilS			
target_03884	CDS	972	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
target_03885	gene	1074				
target_03885	CDS	1074				hypothetical protein
target_03886	gene	1386				
target_03886	CDS	1386		3.4.16.-	COG2027	Carboxypeptidase
target_03887	gene	489	ppa			
target_03887	CDS	489	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
target_03888	gene	1098				
target_03888	CDS	1098				hypothetical protein
target_03889	gene	1275				
target_03889	CDS	1275				putative protein
target_03890	gene	726	ppm1_2			
target_03890	CDS	726	ppm1_2	2.4.1.-		Polyprenol monophosphomannose synthase
target_03891	gene	345				
target_03891	CDS	345				hypothetical protein
target_03892	gene	876				
target_03892	CDS	876			COG5285	putative protein
target_03893	gene	969	galE1			
target_03893	CDS	969	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
target_03894	gene	1761				
target_03894	CDS	1761				hypothetical protein
target_03895	gene	348				
target_03895	CDS	348				hypothetical protein
target_03896	gene	366				
target_03896	CDS	366				hypothetical protein
target_03897	gene	747				
target_03897	CDS	747				IS21 family transposase ISAau2
target_03898	gene	1230				
target_03898	CDS	1230				IS256 family transposase IS1553
target_03899	gene	636	fic			
target_03899	CDS	636	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
target_03900	gene	195				
target_03900	CDS	195				hypothetical protein
target_03901	gene	192				
target_03901	CDS	192				hypothetical protein
target_03902	gene	76				
target_03902	tRNA	76				tRNA-Thr(cgt)
target_03903	gene	1209				
target_03903	CDS	1209				hypothetical protein
target_03904	gene	1650				
target_03904	CDS	1650				hypothetical protein
target_03905	gene	2988	topA			
target_03905	CDS	2988	topA	5.6.2.1	COG0550	DNA topoisomerase 1
target_03906	gene	579				
target_03906	CDS	579				hypothetical protein
target_03907	gene	204	cspA			
target_03907	CDS	204	cspA		COG1278	putative cold shock protein A
target_03908	gene	2316				
target_03908	CDS	2316				hypothetical protein
target_03909	gene	285				
target_03909	CDS	285				putative PE-PGRS family protein PE_PGRS24
target_03910	gene	1038				
target_03910	CDS	1038				hypothetical protein
target_03911	gene	729				
target_03911	CDS	729				PE-PGRS family protein PE_PGRS61
target_03912	gene	309				
target_03912	CDS	309				Apoptosis inhibitor
target_03913	gene	300				
target_03913	CDS	300				Apoptosis inhibitor
target_03914	gene	207				
target_03914	CDS	207				hypothetical protein
target_03915	gene	588				
target_03915	CDS	588				hypothetical protein
target_03916	gene	801				
target_03916	CDS	801				hypothetical protein
target_03917	gene	1164				
target_03917	CDS	1164			COG4962	Putative conjugal transfer protein
target_03918	gene	1074				
target_03918	CDS	1074				putative protein
target_03919	gene	864				
target_03919	CDS	864		3.1.3.-	COG0560	putative phosphatase
target_03920	gene	771				
target_03920	CDS	771				hypothetical protein
target_03921	gene	1656	gsiA			
target_03921	CDS	1656	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
target_03922	gene	864	oppC			
target_03922	CDS	864	oppC		COG1173	Oligopeptide transport system permease protein OppC
target_03923	gene	927	dppB			
target_03923	CDS	927	dppB		COG0601	Dipeptide transport system permease protein DppB
target_03924	gene	1626	oppA			
target_03924	CDS	1626	oppA		COG4166	Oligopeptide-binding protein OppA
target_03925	gene	1956	acsA			
target_03925	CDS	1956	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
target_03926	gene	699				
target_03926	CDS	699				hypothetical protein
target_03927	gene	519				
target_03927	CDS	519				hypothetical protein
target_03928	gene	963	ephA_3			
target_03928	CDS	963	ephA_3	3.3.2.10		Epoxide hydrolase A
target_03929	gene	88				
target_03929	tRNA	88				tRNA-Arg(cct)
target_03930	gene	822	nudL			
target_03930	CDS	822	nudL	3.6.1.-		putative Nudix hydrolase NudL
target_03931	gene	648	resA_3			
target_03931	CDS	648	resA_3			Thiol-disulfide oxidoreductase ResA
target_03932	gene	681	nth			
target_03932	CDS	681	nth	4.2.99.18	COG0177	Endonuclease III
target_03933	gene	255				
target_03933	CDS	255				hypothetical protein
target_03934	gene	675	crp			
target_03934	CDS	675	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
target_03935	gene	795	gloB_4			
target_03935	CDS	795	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
target_03936	gene	456				
target_03936	CDS	456				hypothetical protein
target_03937	gene	162				
target_03937	CDS	162				hypothetical protein
target_03938	gene	1023				
target_03938	CDS	1023			COG0003	Putative ATPase
target_03939	gene	1161				
target_03939	CDS	1161				hypothetical protein
target_03940	gene	303	whiB4			
target_03940	CDS	303	whiB4			Transcriptional regulator WhiB4
target_03941	gene	2433	mtgA			
target_03941	CDS	2433	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
target_03942	gene	960				
target_03942	CDS	960				hypothetical protein
target_03943	gene	1107	sbnA			
target_03943	CDS	1107	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
target_03944	gene	76				
target_03944	tRNA	76				tRNA-Pro(cgg)
target_03945	gene	1431				
target_03945	CDS	1431		1.14.-.-		Putative cytochrome P450 137
target_03946	gene	333				
target_03946	CDS	333				hypothetical protein
target_03947	gene	369	rsfB			
target_03947	CDS	369	rsfB		COG1366	Anti-sigma-F factor antagonist RsfB
target_03948	gene	420	yqeY			
target_03948	CDS	420	yqeY		COG1610	putative protein YqeY
target_03949	gene	1233				
target_03949	CDS	1233				hypothetical protein
target_03950	gene	702				
target_03950	CDS	702				hypothetical protein
target_03951	gene	1002				
target_03951	CDS	1002				putative membrane protein
target_03952	gene	1077				
target_03952	CDS	1077				hypothetical protein
target_03953	gene	1323				
target_03953	CDS	1323				hypothetical protein
target_03954	gene	993				
target_03954	CDS	993				hypothetical protein
target_03955	gene	933				
target_03955	CDS	933				hypothetical protein
target_03956	gene	1554	glpK			
target_03956	CDS	1554	glpK	2.7.1.30	COG0554	Glycerol kinase
target_03957	gene	438				
target_03957	CDS	438		3.1.-.-		Ribonuclease VapC48
target_03958	gene	225				
target_03958	CDS	225				hypothetical protein
target_03959	gene	1539				
target_03959	CDS	1539				hypothetical protein
target_03960	gene	702				
target_03960	CDS	702				putative protein
target_03961	gene	1173	egtE			
target_03961	CDS	1173	egtE	4.4.-.-		putative hercynylcysteine sulfoxide lyase
target_03962	gene	966	egtD			
target_03962	CDS	966	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
target_03963	gene	702	egtC_2			
target_03963	CDS	702	egtC_2	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
target_03964	gene	1278	egtB			
target_03964	CDS	1278	egtB	1.14.99.50	COG1262	Hercynine oxygenase
target_03965	gene	1299	egtA			
target_03965	CDS	1299	egtA	6.3.2.2	COG3572	Glutamate--cysteine ligase EgtA
target_03966	gene	645				
target_03966	CDS	645				hypothetical protein
target_03967	gene	312				
target_03967	CDS	312				hypothetical protein
target_03968	gene	102				
target_03968	CDS	102				hypothetical protein
target_03969	gene	1149				
target_03969	CDS	1149				hypothetical protein
target_03970	gene	1038	asd			
target_03970	CDS	1038	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
target_03971	gene	1266	ask			
target_03971	CDS	1266	ask	2.7.2.4	COG0527	Aspartokinase
target_03972	gene	177				
target_03972	CDS	177				hypothetical protein
target_03973	gene	990				
target_03973	CDS	990		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
target_03974	gene	1242	murT			
target_03974	CDS	1242	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
target_03975	gene	708	gatD			
target_03975	CDS	708	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
target_03976	gene	855				
target_03976	CDS	855				hypothetical protein
target_03977	gene	612	recR			
target_03977	CDS	612	recR		COG0353	Recombination protein RecR
target_03978	gene	384				
target_03978	CDS	384			COG0718	Nucleoid-associated protein
target_03979	gene	726				
target_03979	CDS	726		3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase
target_03980	gene	444				
target_03980	CDS	444				hypothetical protein
target_03981	gene	1413				
target_03981	CDS	1413				hypothetical protein
target_03982	gene	1284				
target_03982	CDS	1284		2.1.1.-	COG2230	putative fatty acid methyltransferase
target_03983	gene	1737	dnaX			
target_03983	CDS	1737	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
target_03984	gene	1308				
target_03984	CDS	1308			COG1167	Putative aminotransferase/MSMEI_6121
target_03985	gene	89				
target_03985	tRNA	89				tRNA-Ser(gga)
target_03986	gene	765	lucA			
target_03986	CDS	765	lucA			Lipid uptake coordinator A
target_03987	gene	564				
target_03987	CDS	564		3.1.1.74		putative cutinase
target_03988	gene	879				
target_03988	CDS	879				hypothetical protein
target_03989	gene	234				
target_03989	CDS	234				hypothetical protein
target_03990	gene	147				
target_03990	CDS	147				hypothetical protein
target_03991	gene	393				
target_03991	CDS	393				hypothetical protein
target_03992	gene	849	idnD			
target_03992	CDS	849	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
target_03993	gene	1809				
target_03993	CDS	1809				hypothetical protein
target_03994	gene	3075	mdtD_4			
target_03994	CDS	3075	mdtD_4			Putative multidrug resistance protein MdtD
target_03995	gene	2367	moaA_2			
target_03995	CDS	2367	moaA_2			GTP 3',8-cyclase
target_03996	gene	1041	ligD_2			
target_03996	CDS	1041	ligD_2		COG1793	Multifunctional non-homologous end joining protein LigD
target_03997	gene	1077	ligC			
target_03997	CDS	1077	ligC	6.5.1.1	COG1793	DNA ligase C
target_03998	gene	1059				
target_03998	CDS	1059				hypothetical protein
target_03999	gene	501				
target_03999	CDS	501				hypothetical protein
target_04000	gene	1353	tgs2			
target_04000	CDS	1353	tgs2	2.3.1.20		putative diacyglycerol O-acyltransferase tgs2
target_04001	gene	489				
target_04001	CDS	489				hypothetical protein
target_04002	gene	1062	virS_2			
target_04002	CDS	1062	virS_2			HTH-type transcriptional regulator VirS
target_04003	gene	1560				
target_04003	CDS	1560				hypothetical protein
target_04004	gene	948				
target_04004	CDS	948				putative PPE family protein PPE47/PPE48
target_04005	gene	234	PPE4_2			
target_04005	CDS	234	PPE4_2		COG5651	PPE family protein PPE4
target_04006	gene	1356				
target_04006	CDS	1356		2.3.1.20		Putative diacyglycerol O-acyltransferase
target_04007	gene	675	ethA_3			
target_04007	CDS	675	ethA_3	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
target_04008	gene	396				
target_04008	CDS	396				hypothetical protein
target_04009	gene	1983	ctpJ			
target_04009	CDS	1983	ctpJ	3.6.3.-	COG2217	putative cation-transporting P-type ATPase J
target_04010	gene	363	nmtR			
target_04010	CDS	363	nmtR			HTH-type transcriptional regulator NmtR
target_04011	gene	213				
target_04011	CDS	213				hypothetical protein
target_04012	gene	336				
target_04012	CDS	336				PE family immunomodulator PE35
target_04013	gene	384				
target_04013	CDS	384				hypothetical protein
target_04014	gene	360				
target_04014	CDS	360				hypothetical protein
target_04015	gene	291				
target_04015	CDS	291		3.1.-.-		Putative ribonuclease VapC50
target_04016	gene	309				
target_04016	CDS	309				hypothetical protein
target_04017	gene	327				
target_04017	CDS	327				hypothetical protein
target_04018	gene	216				
target_04018	CDS	216				hypothetical protein
target_04019	gene	90				
target_04019	tRNA	90				tRNA-Ser(cga)
target_04020	gene	459	tadA_3			
target_04020	CDS	459	tadA_3	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
target_04021	gene	522				
target_04021	CDS	522				hypothetical protein
target_04022	gene	945	tyrA			
target_04022	CDS	945	tyrA	1.3.1.12	COG0287	Prephenate dehydrogenase
target_04023	gene	522				
target_04023	CDS	522				hypothetical protein
target_04024	gene	720				
target_04024	CDS	720				hypothetical protein
target_04025	gene	690	opuBB			
target_04025	CDS	690	opuBB		COG1174	Choline transport system permease protein OpuBB
target_04026	gene	1131	opuBA			
target_04026	CDS	1131	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
target_04027	gene	1032	yehZ			
target_04027	CDS	1032	yehZ		COG1732	Glycine betaine-binding protein YehZ
target_04028	gene	354				
target_04028	CDS	354			COG5416	putative membrane protein
target_04029	gene	1056				
target_04029	CDS	1056				hypothetical protein
target_04030	gene	1875	yjcS			
target_04030	CDS	1875	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
target_04031	gene	480	lpqH			
target_04031	CDS	480	lpqH			Lipoprotein LpqH
target_04032	gene	1437	tcrY_3			
target_04032	CDS	1437	tcrY_3	2.7.13.3		putative sensor histidine kinase TcrY
target_04033	gene	705	tcrX_3			
target_04033	CDS	705	tcrX_3		COG0745	putative transcriptional regulatory protein TcrX
target_04034	gene	825				
target_04034	CDS	825				putative protein
target_04035	gene	945				
target_04035	CDS	945		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
target_04036	gene	360				
target_04036	CDS	360				hypothetical protein
target_04037	gene	273				
target_04037	CDS	273				hypothetical protein
target_04038	gene	576				
target_04038	CDS	576				hypothetical protein
target_04039	gene	183				
target_04039	CDS	183				hypothetical protein
target_04040	gene	192				
target_04040	CDS	192				hypothetical protein
target_04041	gene	327				
target_04041	CDS	327				hypothetical protein
target_04042	gene	74				
target_04042	tRNA	74				tRNA-Arg(acg)
target_04043	gene	90				
target_04043	tRNA	90				tRNA-Ser(gct)
target_04044	gene	1062	pat			
target_04044	CDS	1062	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
target_04045	gene	498				
target_04045	CDS	498				hypothetical protein
target_04046	gene	885	echA8_3			
target_04046	CDS	885	echA8_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
target_04047	gene	1248	yfeW			
target_04047	CDS	1248	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
target_04048	gene	88				
target_04048	tRNA	88				tRNA-Ser(tga)
target_04049	gene	978				
target_04049	CDS	978		1.3.1.103		2-haloacrylate reductase
target_04050	gene	1197				
target_04050	CDS	1197			COG0520	putative protein
target_04051	gene	2001				
target_04051	CDS	2001				hypothetical protein
target_04052	gene	525	bpa			
target_04052	CDS	525	bpa			Bacterial proteasome activator
target_04053	gene	822	tagH			
target_04053	CDS	822	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
